Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01006541,Liverpool 015A,"31,296","32,913","32,972","31,400","31,187","30,202","29,113","30,704","30,336","30,766","30,377","29,563","29,532","29,347","32,049","33,136","33,164","32,873","32,239","31,886","35,198","35,036","34,082","35,143","32,977","33,685","33,660","34,736","35,668","36,196","36,415","37,822","45,446","50,930","59,762","69,109","78,094","79,415","81,079","76,702","78,260","79,048","83,322","86,722","91,195","94,326","93,184","94,584","93,226","92,564","89,000","84,964","82,500","79,400","87,750","102,857","99,250","106,100","97,000","83,643","79,500","80,250","81,857","71,395","67,994","67,994","68,619","61,667","67,625","67,111","65,250","68,200","64,882","62,071","61,139","64,778","66,231","81,486","87,602","83,071","78,852","71,800","66,920","69,941","72,500","71,700","72,028","79,188","83,024","85,617","88,155","80,093","79,434","81,405","81,326","89,567","89,313","89,472","92,438","89,038","92,995","98,265","102,468","100,861","103,036","102,183","101,569","107,497","120,733"
E08000012,Liverpool,E01006542,Liverpool 018A,"26,609","26,291","29,956","26,960","25,455","26,248","24,306","25,320","26,817","25,883","26,236","26,706","28,270","32,594","34,182","34,033","32,675","31,260","28,620","28,471","28,327","25,339","31,050","29,200","31,688","32,373","26,964","30,920","27,539","25,374","26,586","30,811","38,808","41,844","49,856","57,529","60,123","66,054","71,181","79,170","80,825","80,214","77,766","69,545","90,429","97,220","115,730","112,507","102,947","105,768","100,707","107,872","115,560","118,033","105,050","89,100","69,250","63,643","79,364","84,077","88,455","88,364","93,883","89,217","86,695","81,177","72,333","72,143","72,118","71,559","70,906","69,192","70,955","79,375","73,000","65,643","66,417","66,417","63,914","70,580","65,150","64,488","71,429","72,500","74,857","77,333","103,614","110,709","107,563","106,080","94,993","80,184","73,401","71,794","73,118","75,390","88,436","86,999","95,186","98,063","108,950","108,400","108,050","117,163","116,772","127,814","143,195","144,625","150,222"
E08000012,Liverpool,E01006543,Liverpool 015B,"41,335","40,900","46,206","45,346","45,763","45,842","41,375","43,263","40,453","40,577","42,480","40,987","42,886","43,275","43,959","46,079","47,372","47,346","48,411","47,054","45,004","44,958","43,860","51,190","55,148","56,802","58,307","58,355","58,687","58,412","62,915","71,198","77,666","88,575","89,533","101,709","105,202","111,246","119,784","119,963","125,497","123,700","127,100","128,538","123,171","120,439","123,605","123,981","133,044","141,339","133,780","125,851","104,942","101,613","98,995","97,265","108,017","106,519","118,729","106,556","101,492","100,564","104,895","111,106","108,744","117,136","95,500","107,171","101,770","100,054","104,882","96,496","96,612","97,242","94,809","97,850","108,189",:,"106,142","95,000","100,308","106,774","107,131","113,218","110,736","104,000","109,923","119,583","113,983","124,483","122,023","121,854","122,769","119,000","124,313","115,525","116,344","119,824","117,000","122,538","132,844","140,750","131,843","141,933","140,214","144,107","164,208","158,375","173,045"
E08000012,Liverpool,E01006544,Liverpool 015C,"25,161","25,416","24,702","25,071","25,464","26,544","25,811","23,674","24,450","22,478","23,720","26,360","25,138","25,959","24,681","24,776","24,900","25,079","28,193","29,187","30,374","30,897","30,829","27,948","31,108","30,235","28,129","30,474","28,488","26,931","28,134","27,074","28,397","31,937","35,946","44,315","49,107","53,490","57,343","57,556","61,115","62,950","64,370","68,600","71,075","71,982","77,591","80,069","79,527","81,268","80,400","79,235","76,571","67,111","57,333","63,542","64,199","65,866","64,199","57,250","68,000","63,318","71,773","72,291","64,350","66,633","51,764","55,750","54,867","52,931","54,146","43,425","40,156","50,667","60,000","61,250","60,038","57,225","49,367","49,019","44,889","42,139","45,759","53,664","58,024","62,789","61,403","54,985","55,023","54,400","66,789","64,581","67,093","65,742","59,250","61,269","60,547","62,580","64,420","63,829","63,705","65,375","72,675","76,217","72,272","86,568","81,997","86,958","94,397"
E08000012,Liverpool,E01006545,Liverpool 019A,"27,129","27,130","26,698","27,604","28,041","29,503","29,469","28,916","30,172","28,350","28,946","29,803","29,691","30,121","30,112","29,989","29,641","29,160","29,918","29,704","30,260","32,825","31,732","34,352","34,626","32,688","34,871","34,613","34,288","36,615","36,748","37,739","45,263","47,921","56,484","60,833","65,786","68,304","69,212","74,867","73,739","79,002","81,528","81,134","86,938","85,889","89,794","93,729","97,118","98,132","95,087","93,566","86,200","92,421","86,139","84,711","82,550","74,889","79,438","73,556","69,692","66,458","62,976","60,974","68,034","65,811","71,656","69,607","60,583","57,438","57,750","57,593","62,914","67,076","65,050","73,115","66,750","65,819","67,006","64,725","66,694","64,324","65,524","66,775","67,603","68,754","70,503","74,336","77,200","81,663","81,030","73,673","74,476","75,432","73,976","73,139","73,600","69,533","72,458","77,042","85,833","88,083","87,863","93,681","98,996","102,644","106,806","103,809","102,353"
E08000012,Liverpool,E01006546,Liverpool 019B,"23,571","23,711","21,900","21,083","22,670","23,650","23,243","22,261","23,727","24,350","25,103","26,405","26,007","23,737","24,136","25,236","24,802","25,960","25,528","24,035","24,257","24,363","23,853","24,953","26,446","26,118","30,195","30,358","28,884","27,658","27,679","28,885","31,683","39,145","42,507","49,419","52,908","55,983","61,542","63,447","68,023","75,240","79,288","79,696","76,191","77,768","78,348","78,209","81,786","77,200","77,696","73,838","72,328","74,757","65,943","74,714","79,423","81,389","76,318","79,682","76,107","79,094","84,393","73,969","69,429","64,333","60,625","57,000","64,000","64,000","68,667","71,800","53,000","61,500","58,667","61,071","64,250","57,385","59,071","56,536","53,982","56,572","58,654","57,500","66,214","56,555","51,562","58,150","61,982","69,234","68,168","74,295","72,471","73,566","75,104","75,022","77,204","70,889","71,416","71,422","75,423","88,559","91,708","97,339","96,918","99,529","104,767","99,250","100,636"
E08000012,Liverpool,E01006547,Liverpool 019C,"21,668","24,231","24,160","26,198","27,417","24,898","25,063","24,454","23,766","24,726","25,120","24,354","25,481","23,245","23,119","23,880","23,945","24,323","24,867","25,174","24,730","28,267","26,581","23,186","22,962","23,440","27,347","27,247","26,322","24,944","21,090","23,980","26,460","28,979","34,894","39,716","45,845","51,480","56,441","62,020","65,874","66,821","66,888","63,655","63,962","67,651","68,808","71,559","69,965","68,074","70,568","75,411","82,521","80,068","76,077","62,600","56,237","61,694","63,760","59,281","62,170","57,655","48,067","48,700","39,212","47,750","56,513","59,622","68,032","63,903","54,167","50,263","48,352","44,498","50,398","50,050","48,800","49,972","54,087","53,352","58,357","58,091","49,026","51,125","45,598","49,476","50,523","54,862","64,054","63,589","68,136","68,615","63,115","63,083","69,176","67,013","66,450","64,718","60,289","59,174","58,326","62,614","77,438","84,613","89,728","95,186","91,471","92,061","100,100"
E08000012,Liverpool,E01006548,Liverpool 019D,"28,479","30,090","27,757","26,717","25,264","23,511","22,510","22,807","23,291","22,715","22,859","22,052","22,078","23,056","23,428","23,559","24,054","24,007","23,984","24,104","24,387","23,608","23,320","24,222","24,245","24,807","25,088","23,787","25,241","24,511","25,223","28,653","30,396","33,734","39,539","45,950","52,305","55,284","57,112","57,061","59,273","60,965","63,841","65,913","70,517","72,994","72,765","73,518","72,517","72,880","73,924","75,718","75,115","75,174","70,919","66,545","57,300","55,667","56,000","56,750","59,958","61,563","61,104","59,762","57,448","57,450","57,902","54,900","52,806","51,458","51,938","52,247","49,385","52,268","53,383","54,193","58,253","56,675","53,579","54,721","53,524","51,727","51,657","49,758","45,847","51,054","57,648","58,767","54,266","50,845","45,385","49,867","49,975","53,184","53,001","54,265","61,250","63,783","70,455","73,267","68,656","65,368","64,500","66,118","69,004","78,240","84,161","91,782","91,431"
E08000012,Liverpool,E01006549,Liverpool 043B,"39,781","40,208","39,964","41,500","50,460","55,496","58,912","60,727","58,438","55,500","57,278","53,798","57,151","55,746","55,055","58,836","59,170","70,933","73,547","77,409","68,517","63,408","75,394","75,590","98,953","102,291","95,106","94,863","91,160","109,529","125,528","132,995","136,859","158,468","154,606","158,077","193,938","205,109","217,814","228,121","207,660","170,377","157,635","136,111","128,803","144,858","154,283","188,358","254,016","277,668","265,890","289,744","183,286","181,541","176,431","180,490","193,809","201,439","205,423","194,655","195,525","175,578","133,808","125,450","143,636","154,632","180,340","174,400","146,075","135,661","258,400","240,333","210,300","199,583","141,750","121,071","175,818","176,000","179,269","225,292","219,136","206,250","244,727","238,112","211,677","251,095","213,322","265,742","279,309","265,544","280,328","213,450","133,121","158,184","150,403","143,262","182,714","174,450","175,900","220,000","276,250","295,222","277,700","265,455","190,364","125,643","215,214","243,356","328,571"
E08000012,Liverpool,E01006550,Liverpool 038A,"40,077","39,658","39,689","37,550","40,157","39,902","42,888","48,126","45,119","46,294","43,820","41,662","40,685","40,387","44,128","46,097","51,138","54,647","48,843","48,143","51,078","50,539","56,246","58,195","59,899","62,523","63,560","73,344","76,167","76,981","82,364","87,355","101,626","107,873","122,990","125,544","123,742","139,510","137,653","166,150","146,081","136,521","151,126","159,625","166,089","168,185","160,385","159,302","166,899","167,532","169,476","169,170","158,250","155,000","149,454","137,914","144,017","140,015","134,932","135,969","126,538","127,100","137,545","147,850","150,010","137,864","132,122","127,666","116,764","131,654","135,346","142,567","144,318","130,333","133,438","121,393","138,976","153,000","170,405","173,938","178,472","175,667","158,560","165,541","167,728","169,244","174,477","161,495","154,414","150,445","154,144","162,938","169,082","175,770","174,179","167,863","167,167","160,875","168,111","186,100","207,883","205,393","209,063","197,094","197,572","199,750","192,869","201,450","222,786"
E08000012,Liverpool,E01006551,Liverpool 048E,:,"43,141","54,764","56,713","57,382","93,000","88,683","107,720",:,:,"85,250","66,143","70,132","72,097","78,897","78,276","77,570","76,553","70,242",:,"83,421","85,661","86,495","81,414","87,528","90,230","82,591","85,861","78,247","77,247","98,906","113,577","117,019","115,153","133,686","169,138","177,585","207,317","200,057","150,890","148,575","126,075","127,667","158,458","162,711","165,730","161,782","142,833",:,:,:,:,:,:,"199,158","184,279","173,000","164,000",:,:,"187,300","181,675","166,396","163,063",:,:,:,"131,714","112,786","114,143","114,143","143,390","137,817","147,380","138,363","109,992","117,000","117,695","114,931","160,718","168,264","170,575","173,150","177,996","173,073","176,727","182,379","150,796","161,379","171,796","152,714","131,778","114,778","94,000","96,571","188,100","182,250","219,278","233,438","203,333","180,245","126,945","132,496","136,585","137,750","140,792","149,396","144,575","143,969"
E08000012,Liverpool,E01006552,Liverpool 039A,"28,375","25,361","24,459","12,635","18,383","18,958","25,167","24,835","23,058","22,054","15,387","17,462","16,731","25,234","27,857","25,500","27,730","18,573","32,675","36,371","40,969","49,708","16,040","14,700","18,636","15,619","22,906","23,341","21,950","21,917","33,549","40,565","47,823","67,778","64,799","69,785","77,409","67,991","63,486","87,522","100,504","93,540","99,554","72,804","71,242","72,972","80,711","85,404","80,472","86,729","84,273","77,942","82,704","76,175","81,518","83,391","81,813","83,932","68,194","63,929","64,083","60,500","51,500","51,375","72,250","72,227","77,864","84,500","60,182","65,229","61,354","59,161","63,275","63,444","65,222","71,429","73,571","77,286","67,629","63,366","66,066","67,599","79,850","78,917","81,611","77,643","84,250","86,333","95,866","91,687","88,999","99,428","90,473","136,676","155,076","133,054","143,400","117,036","95,618","84,536","85,267","125,975","133,087","156,750","162,739","144,559","160,750","137,250","120,823"
E08000012,Liverpool,E01006553,Liverpool 042A,"37,946","35,163","34,631","34,796","38,166","39,209","40,419","42,439","42,904","42,742","44,295","46,201","44,666","45,602","47,070","48,804","50,390","51,144","52,539","54,763","54,120","60,435","59,249","57,931","62,585","59,549","63,886","69,719","77,980","84,063","98,097","106,657","112,741","119,067","124,622","135,433","144,749","161,586","164,354","156,004","153,626","138,298","149,954","167,707","171,983","170,057","173,371","166,684","168,033","179,043","175,035","181,277","175,069","163,847","135,797","132,383","132,604","140,212","152,525","156,725","147,591","147,500","139,639","137,194","142,072","145,302","156,012","163,156","161,295","163,778","164,170","155,725","165,650","166,120","169,165","177,456","165,250","171,577","170,635","175,299","177,934","175,910","176,238","168,072","181,522","186,307","184,205","191,729","186,978","194,506","197,210","201,215","204,005","207,717","211,258","211,730","219,280","222,373","227,000","235,053","233,882","232,325","238,333","246,913","242,874","240,891","242,975","279,653","287,517"
